================================================================================
ULTIMATE HIGH PROBABILITY SCANNER - RESULTS
================================================================================
Scan Date: 2026-02-15 08:30:51

STRATEGY CRITERIA:
  1. Jimmy Squeeze Channel PRINTING on scan day (EMA5/26 within ATR distance)
  2. EFI oversold (MAROON or ORANGE - histogram below 0)
  3. Normalized price > 0 (Close above 68 EMA - DIVERGENCE setup)
  (Fader color shown for reference - RED or GREEN both accepted)

QUALITY SCORE:
  Based on consolidation duration, oversold level, EFI strength, volume
  Higher score = higher probability setup

Total High Probability Setups Found: 154
================================================================================

TOP HIGH PROBABILITY SETUPS (sorted by quality score):
--------------------------------------------------------------------------------
Ticker   Score   Days   Range    Pos%   Norm    EFI      Fader   Vol  
SIGNAL #80 - TWIN - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $16.60
  Consolidation:       3 days
  Range:               $16.85 - $17.49 (3.8%)
  Position in Range:   -38% (lower third = buy zone)
  Normalized Price:    0.32 (DIVERGENCE)
  Force Index:         -1.33 (ORANGE)
  Fader Signal:        RED
  Volume:              1.3x average

  SETUP: TWIN consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #81 - INCY - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $101.10
  Consolidation:       4 days
  Range:               $101.24 - $103.89 (2.6%)
  Position in Range:   -5% (lower third = buy zone)
  Normalized Price:    0.88 (DIVERGENCE)
  Force Index:         -2.75 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: INCY consolidating for 4 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #82 - AGNC - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $11.36
  Consolidation:       7 days
  Range:               $11.31 - $11.47 (1.4%)
  Position in Range:   30% (lower third = buy zone)
  Normalized Price:    0.42 (DIVERGENCE)
  Force Index:         -0.17 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: AGNC consolidating for 7 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #83 - NVFY - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/07/2026
  Current Price:       $5.89
  Consolidation:       3 days
  Range:               $5.76 - $5.98 (3.8%)
  Position in Range:   59% (lower third = buy zone)
  Normalized Price:    0.48 (DIVERGENCE)
  Force Index:         -0.11 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: NVFY consolidating for 3 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #84 - FTK - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $17.33
  Consolidation:       3 days
  Range:               $16.83 - $17.68 (5.1%)
  Position in Range:   59% (lower third = buy zone)
  Normalized Price:    0.81 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: FTK consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 37/100

SIGNAL #85 - COLL - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $45.79
  Consolidation:       10 days
  Range:               $45.85 - $47.08 (2.7%)
  Position in Range:   -5% (lower third = buy zone)
  Normalized Price:    0.67 (DIVERGENCE)
  Force Index:         -1.04 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: COLL consolidating for 10 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 37/100

SIGNAL #86 - SCS - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                12/09/2025
  Current Price:       $16.14
  Consolidation:       3 days
  Range:               $16.01 - $16.24 (1.4%)
  Position in Range:   58% (lower third = buy zone)
  Normalized Price:    0.30 (DIVERGENCE)
  Force Index:         -0.01 (ORANGE)
  Fader Signal:        GREEN
  Volume:              1.3x average

  SETUP: SCS consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 37/100

SIGNAL #87 - VNDA - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $7.57
  Consolidation:       2 days
  Range:               $7.37 - $7.68 (4.2%)
  Position in Range:   64% (lower third = buy zone)
  Normalized Price:    0.82 (DIVERGENCE)
  Force Index:         -0.20 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: VNDA consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 37/100

SIGNAL #88 - CINF - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $162.77
  Consolidation:       1 days
  Range:               $162.57 - $165.07 (1.5%)
  Position in Range:   8% (lower third = buy zone)
  Normalized Price:    0.36 (DIVERGENCE)
  Force Index:         -3.77 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: CINF consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 36/100

SIGNAL #89 - PDEX - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $39.45
  Consolidation:       12 days
  Range:               $39.03 - $40.83 (4.6%)
  Position in Range:   23% (lower third = buy zone)
  Normalized Price:    0.59 (DIVERGENCE)
  Force Index:         -0.74 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: PDEX consolidating for 12 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 36/100

SIGNAL #90 - UBCP - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $14.00
  Consolidation:       11 days
  Range:               $13.87 - $14.15 (2.0%)
  Position in Range:   47% (lower third = buy zone)
  Normalized Price:    0.21 (DIVERGENCE)
  Force Index:         -0.11 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: UBCP consolidating for 11 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 36/100

SIGNAL #91 - FWRD - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $26.81
  Consolidation:       1 days
  Range:               $27.46 - $28.50 (3.8%)
  Position in Range:   -63% (lower third = buy zone)
  Normalized Price:    0.41 (DIVERGENCE)
  Force Index:         -3.63 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: FWRD consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 36/100

SIGNAL #92 - MAC - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $18.52
  Consolidation:       2 days
  Range:               $18.42 - $18.84 (2.3%)
  Position in Range:   24% (lower third = buy zone)
  Normalized Price:    0.31 (DIVERGENCE)
  Force Index:         -0.46 (ORANGE)
  Fader Signal:        RED
  Volume:              1.2x average

  SETUP: MAC consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 35/100

SIGNAL #93 - RRR - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $61.60
  Consolidation:       1 days
  Range:               $62.17 - $63.62 (2.3%)
  Position in Range:   -39% (lower third = buy zone)
  Normalized Price:    0.36 (DIVERGENCE)
  Force Index:         -3.94 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: RRR consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 35/100

SIGNAL #94 - PDLB - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $16.54
  Consolidation:       2 days
  Range:               $16.45 - $16.82 (2.2%)
  Position in Range:   24% (lower third = buy zone)
  Normalized Price:    0.34 (DIVERGENCE)
  Force Index:         -0.40 (MAROON)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: PDLB consolidating for 2 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 35/100

SIGNAL #95 - VREX - Quality Score: 34/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $13.52
  Consolidation:       2 days
  Range:               $13.36 - $13.79 (3.2%)
  Position in Range:   37% (lower third = buy zone)
  Normalized Price:    0.71 (DIVERGENCE)
  Force Index:         -0.53 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: VREX consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 34/100

SIGNAL #96 - DNLI - Quality Score: 34/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $18.77
  Consolidation:       2 days
  Range:               $19.28 - $20.13 (4.4%)
  Position in Range:   -59% (lower third = buy zone)
  Normalized Price:    0.31 (DIVERGENCE)
  Force Index:         -2.76 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: DNLI consolidating for 2 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 34/100

SIGNAL #97 - AMLX - Quality Score: 34/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $14.12
  Consolidation:       8 days
  Range:               $13.78 - $14.45 (4.9%)
  Position in Range:   51% (lower third = buy zone)
  Normalized Price:    0.58 (DIVERGENCE)
  Force Index:         -0.32 (ORANGE)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: AMLX consolidating for 8 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 34/100

SIGNAL #98 - WAFD - Quality Score: 33/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $32.88
  Consolidation:       2 days
  Range:               $32.55 - $33.13 (1.8%)
  Position in Range:   57% (lower third = buy zone)
  Normalized Price:    0.69 (DIVERGENCE)
  Force Index:         -0.21 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: WAFD consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 33/100

SIGNAL #99 - FHN - Quality Score: 33/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $24.56
  Consolidation:       1 days
  Range:               $24.55 - $25.01 (1.9%)
  Position in Range:   2% (lower third = buy zone)
  Normalized Price:    0.71 (DIVERGENCE)
  Force Index:         -1.08 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: FHN consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 33/100

SIGNAL #100 - ARDX - Quality Score: 33/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $6.87
  Consolidation:       4 days
  Range:               $7.04 - $7.32 (4.0%)
  Position in Range:   -60% (lower third = buy zone)
  Normalized Price:    0.25 (DIVERGENCE)
  Force Index:         -0.88 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: ARDX consolidating for 4 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 33/100

SIGNAL #101 - DBI - Quality Score: 33/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $6.95
  Consolidation:       3 days
  Range:               $6.84 - $7.20 (5.2%)
  Position in Range:   30% (lower third = buy zone)
  Normalized Price:    0.67 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: DBI consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 33/100

SIGNAL #102 - TRDA - Quality Score: 33/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $10.60
  Consolidation:       2 days
  Range:               $10.62 - $11.11 (4.6%)
  Position in Range:   -4% (lower third = buy zone)
  Normalized Price:    0.67 (DIVERGENCE)
  Force Index:         -0.87 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: TRDA consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 33/100

SIGNAL #103 - SNV - Quality Score: 33/100
--------------------------------------------------------------------------------
  Date:                01/02/2026
  Current Price:       $50.05
  Consolidation:       1 days
  Range:               $50.27 - $51.24 (1.9%)
  Position in Range:   -22% (lower third = buy zone)
  Normalized Price:    0.69 (DIVERGENCE)
  Force Index:         -3.08 (ORANGE)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: SNV consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 33/100

SIGNAL #104 - JACK - Quality Score: 33/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $20.73
  Consolidation:       4 days
  Range:               $20.63 - $21.54 (4.4%)
  Position in Range:   11% (lower third = buy zone)
  Normalized Price:    0.47 (DIVERGENCE)
  Force Index:         -0.90 (ORANGE)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: JACK consolidating for 4 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 33/100

SIGNAL #105 - ANNX - Quality Score: 32/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $5.73
  Consolidation:       2 days
  Range:               $5.81 - $6.08 (4.8%)
  Position in Range:   -27% (lower third = buy zone)
  Normalized Price:    0.65 (DIVERGENCE)
  Force Index:         -0.87 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: ANNX consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 32/100

SIGNAL #106 - OXM - Quality Score: 32/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $38.22
  Consolidation:       1 days
  Range:               $37.32 - $38.97 (4.4%)
  Position in Range:   55% (lower third = buy zone)
  Normalized Price:    0.26 (DIVERGENCE)
  Force Index:         -0.88 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.6x average

  SETUP: OXM consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 32/100

SIGNAL #107 - SLS - Quality Score: 32/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $3.73
  Consolidation:       2 days
  Range:               $3.66 - $3.91 (6.8%)
  Position in Range:   30% (lower third = buy zone)
  Normalized Price:    0.64 (DIVERGENCE)
  Force Index:         -0.41 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: SLS consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 32/100

SIGNAL #108 - BXMT - Quality Score: 31/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $19.54
  Consolidation:       1 days
  Range:               $19.37 - $19.68 (1.6%)
  Position in Range:   55% (lower third = buy zone)
  Normalized Price:    0.22 (DIVERGENCE)
  Force Index:         -0.15 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.7x average

  SETUP: BXMT consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 31/100

SIGNAL #109 - APYX - Quality Score: 31/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $3.88
  Consolidation:       1 days
  Range:               $3.83 - $4.02 (5.0%)
  Position in Range:   25% (lower third = buy zone)
  Normalized Price:    0.21 (DIVERGENCE)
  Force Index:         -0.28 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: APYX consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 31/100

SIGNAL #110 - PTN - Quality Score: 31/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $15.72
  Consolidation:       5 days
  Range:               $15.66 - $17.44 (11.4%)
  Position in Range:   4% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -1.20 (MAROON)
  Fader Signal:        RED
  Volume:              0.3x average

  SETUP: PTN consolidating for 5 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 31/100

SIGNAL #111 - TTEK - Quality Score: 31/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $36.69
  Consolidation:       1 days
  Range:               $37.51 - $38.44 (2.5%)
  Position in Range:   -88% (lower third = buy zone)
  Normalized Price:    0.35 (DIVERGENCE)
  Force Index:         -4.58 (ORANGE)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: TTEK consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 31/100

SIGNAL #112 - IVR - Quality Score: 30/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $8.82
  Consolidation:       2 days
  Range:               $8.70 - $8.85 (1.7%)
  Position in Range:   79% (lower third = buy zone)
  Normalized Price:    0.43 (DIVERGENCE)
  Force Index:         -0.09 (ORANGE)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: IVR consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 30/100

SIGNAL #113 - PCH - Quality Score: 30/100
--------------------------------------------------------------------------------
  Date:                02/04/2026
  Current Price:       $41.73
  Consolidation:       5 days
  Range:               $41.70 - $42.54 (2.0%)
  Position in Range:   3% (lower third = buy zone)
  Normalized Price:    0.48 (DIVERGENCE)
  Force Index:         -1.32 (ORANGE)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: PCH consolidating for 5 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 30/100

SIGNAL #114 - BOOT - Quality Score: 29/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $187.99
  Consolidation:       2 days
  Range:               $185.47 - $191.86 (3.4%)
  Position in Range:   39% (lower third = buy zone)
  Normalized Price:    0.51 (DIVERGENCE)
  Force Index:         -2.33 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: BOOT consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 29/100

SIGNAL #115 - CBSH - Quality Score: 28/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $53.60
  Consolidation:       1 days
  Range:               $53.35 - $54.25 (1.7%)
  Position in Range:   27% (lower third = buy zone)
  Normalized Price:    0.12 (DIVERGENCE)
  Force Index:         -1.04 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: CBSH consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 28/100

SIGNAL #116 - MNOV - Quality Score: 28/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $1.60
  Consolidation:       1 days
  Range:               $1.58 - $1.64 (3.8%)
  Position in Range:   33% (lower third = buy zone)
  Normalized Price:    0.09 (DIVERGENCE)
  Force Index:         -0.12 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: MNOV consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 28/100

SIGNAL #117 - MBUU - Quality Score: 28/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $31.52
  Consolidation:       1 days
  Range:               $31.22 - $32.26 (3.4%)
  Position in Range:   29% (lower third = buy zone)
  Normalized Price:    0.48 (DIVERGENCE)
  Force Index:         -0.55 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: MBUU consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 28/100

SIGNAL #118 - EB - Quality Score: 28/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $4.41
  Consolidation:       5 days
  Range:               $4.36 - $4.42 (1.3%)
  Position in Range:   86% (lower third = buy zone)
  Normalized Price:    0.40 (DIVERGENCE)
  Force Index:         -0.02 (ORANGE)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: EB consolidating for 5 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 28/100

SIGNAL #119 - VCNX - Quality Score: 27/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $1.03
  Consolidation:       1 days
  Range:               $1.08 - $1.20 (10.8%)
  Position in Range:   -43% (lower third = buy zone)
  Normalized Price:    0.07 (DIVERGENCE)
  Force Index:         -0.35 (MAROON)
  Fader Signal:        RED
  Volume:              0.1x average

  SETUP: VCNX consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 27/100

SIGNAL #120 - DX - Quality Score: 26/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $14.07
  Consolidation:       5 days
  Range:               $14.00 - $14.19 (1.3%)
  Position in Range:   36% (lower third = buy zone)
  Normalized Price:    0.35 (DIVERGENCE)
  Force Index:         -0.19 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: DX consolidating for 5 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 26/100

SIGNAL #121 - KALV - Quality Score: 26/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $14.90
  Consolidation:       18 days
  Range:               $15.02 - $15.76 (4.9%)
  Position in Range:   -17% (lower third = buy zone)
  Normalized Price:    0.08 (DIVERGENCE)
  Force Index:         -0.93 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: KALV consolidating for 18 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 26/100

SIGNAL #122 - GT - Quality Score: 26/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $9.44
  Consolidation:       2 days
  Range:               $9.36 - $9.63 (2.9%)
  Position in Range:   29% (lower third = buy zone)
  Normalized Price:    0.40 (DIVERGENCE)
  Force Index:         -0.44 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: GT consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 26/100

SIGNAL #123 - RUN - Quality Score: 26/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $19.09
  Consolidation:       3 days
  Range:               $18.65 - $19.77 (6.0%)
  Position in Range:   39% (lower third = buy zone)
  Normalized Price:    0.37 (DIVERGENCE)
  Force Index:         -0.56 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: RUN consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 26/100

SIGNAL #124 - XPOF - Quality Score: 26/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $8.30
  Consolidation:       2 days
  Range:               $8.02 - $8.36 (4.3%)
  Position in Range:   82% (lower third = buy zone)
  Normalized Price:    0.39 (DIVERGENCE)
  Force Index:         -0.01 (ORANGE)
  Fader Signal:        GREEN
  Volume:              0.5x average

  SETUP: XPOF consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 26/100

SIGNAL #125 - ZNTL - Quality Score: 25/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $2.39
  Consolidation:       7 days
  Range:               $2.38 - $2.54 (6.6%)
  Position in Range:   4% (lower third = buy zone)
  Normalized Price:    0.25 (DIVERGENCE)
  Force Index:         -0.19 (ORANGE)
  Fader Signal:        RED
  Volume:              0.3x average

  SETUP: ZNTL consolidating for 7 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 25/100

SIGNAL #126 - VEL - Quality Score: 25/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $19.76
  Consolidation:       3 days
  Range:               $19.66 - $20.08 (2.1%)
  Position in Range:   24% (lower third = buy zone)
  Normalized Price:    0.33 (DIVERGENCE)
  Force Index:         -0.56 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: VEL consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 25/100

SIGNAL #127 - LTRX - Quality Score: 24/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $6.18
  Consolidation:       2 days
  Range:               $6.21 - $6.55 (5.6%)
  Position in Range:   -8% (lower third = buy zone)
  Normalized Price:    0.34 (DIVERGENCE)
  Force Index:         -0.65 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: LTRX consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 24/100

SIGNAL #128 - JAKK - Quality Score: 24/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $18.10
  Consolidation:       4 days
  Range:               $17.97 - $18.49 (2.9%)
  Position in Range:   26% (lower third = buy zone)
  Normalized Price:    0.29 (DIVERGENCE)
  Force Index:         -0.58 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: JAKK consolidating for 4 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 24/100

SIGNAL #129 - TALK - Quality Score: 23/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $3.88
  Consolidation:       2 days
  Range:               $3.80 - $3.93 (3.5%)
  Position in Range:   61% (lower third = buy zone)
  Normalized Price:    0.30 (DIVERGENCE)
  Force Index:         -0.11 (ORANGE)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: TALK consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 23/100

SIGNAL #130 - MATW - Quality Score: 23/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $26.09
  Consolidation:       10 days
