================================================================================
ULTIMATE HIGH PROBABILITY SCANNER - $0-20 PRICE RANGE
================================================================================
Scan Date: 2026-01-25 21:39:41

STRATEGY CRITERIA:
  1. Price between $0 - $20
  2. Channel consolidation detected (any duration)
  3. EFI oversold (MAROON or ORANGE - histogram below 0)
  4. Normalized price > 0 (Close above 68 EMA - DIVERGENCE setup)
  (Fader color shown for reference - RED or GREEN both accepted)

QUALITY SCORE:
  Based on consolidation duration, oversold level, EFI strength, volume
  Higher score = higher probability setup

Total High Probability Setups Found: 139
================================================================================

TOP HIGH PROBABILITY SETUPS (sorted by quality score):
--------------------------------------------------------------------------------
Ticker   Score   Days   Range    Pos%   Norm    EFI      Fader   Vol 
  Normalized Price:    0.25 (DIVERGENCE)
  Force Index:         -0.26 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: ACEL consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #82 - AOUT - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $8.46
  Consolidation:       20 days
  Range:               $7.65 - $9.99 (30.6%)
  Position in Range:   35% (lower third = buy zone)
  Normalized Price:    0.25 (DIVERGENCE)
  Force Index:         -0.77 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: AOUT consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #83 - ARMP - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.00
  Consolidation:       20 days
  Range:               $5.66 - $7.95 (40.5%)
  Position in Range:   15% (lower third = buy zone)
  Normalized Price:    0.26 (DIVERGENCE)
  Force Index:         -0.53 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: ARMP consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #84 - MCS - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $15.60
  Consolidation:       20 days
  Range:               $14.75 - $16.20 (9.8%)
  Position in Range:   59% (lower third = buy zone)
  Normalized Price:    0.24 (DIVERGENCE)
  Force Index:         -0.05 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.9x average

  SETUP: MCS consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 41/100

SIGNAL #85 - AEVA - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $15.79
  Consolidation:       20 days
  Range:               $12.30 - $22.62 (83.9%)
  Position in Range:   34% (lower third = buy zone)
  Normalized Price:    0.22 (DIVERGENCE)
  Force Index:         -4.34 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: AEVA consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #86 - BWEN - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.23
  Consolidation:       20 days
  Range:               $2.79 - $4.15 (48.7%)
  Position in Range:   32% (lower third = buy zone)
  Normalized Price:    0.23 (DIVERGENCE)
  Force Index:         -0.49 (MAROON)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: BWEN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #87 - EWCZ - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.92
  Consolidation:       20 days
  Range:               $3.38 - $4.51 (33.3%)
  Position in Range:   48% (lower third = buy zone)
  Normalized Price:    0.02 (DIVERGENCE)
  Force Index:         -0.05 (MAROON)
  Fader Signal:        GREEN
  Volume:              1.1x average

  SETUP: EWCZ consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 40/100

SIGNAL #88 - MRVI - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.71
  Consolidation:       20 days
  Range:               $3.19 - $4.11 (28.7%)
  Position in Range:   57% (lower third = buy zone)
  Normalized Price:    0.23 (DIVERGENCE)
  Force Index:         -0.15 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.5x average

  SETUP: MRVI consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 40/100

SIGNAL #89 - NVCR - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $13.45
  Consolidation:       20 days
  Range:               $12.80 - $15.15 (18.4%)
  Position in Range:   28% (lower third = buy zone)
  Normalized Price:    0.23 (DIVERGENCE)
  Force Index:         -0.52 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: NVCR consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #90 - XPOF - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $7.93
  Consolidation:       20 days
  Range:               $7.70 - $8.79 (14.2%)
  Position in Range:   21% (lower third = buy zone)
  Normalized Price:    0.22 (DIVERGENCE)
  Force Index:         -0.27 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: XPOF consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #91 - ZDGE - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.41
  Consolidation:       20 days
  Range:               $3.10 - $3.91 (26.1%)
  Position in Range:   38% (lower third = buy zone)
  Normalized Price:    0.23 (DIVERGENCE)
  Force Index:         -0.25 (MAROON)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: ZDGE consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #92 - ACCO - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.93
  Consolidation:       20 days
  Range:               $3.63 - $4.15 (14.3%)
  Position in Range:   58% (lower third = buy zone)
  Normalized Price:    0.17 (DIVERGENCE)
  Force Index:         -0.03 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.7x average

  SETUP: ACCO consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 39/100

SIGNAL #93 - AHCO - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $10.09
  Consolidation:       20 days
  Range:               $9.53 - $10.92 (14.6%)
  Position in Range:   40% (lower third = buy zone)
  Normalized Price:    0.17 (DIVERGENCE)
  Force Index:         -0.65 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: AHCO consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #94 - ATXS - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $12.58
  Consolidation:       20 days
  Range:               $12.24 - $13.28 (8.5%)
  Position in Range:   33% (lower third = buy zone)
  Normalized Price:    0.60 (DIVERGENCE)
  Force Index:         -0.17 (ORANGE)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: ATXS consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #95 - CWK - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $16.21
  Consolidation:       20 days
  Range:               $15.72 - $17.40 (10.7%)
  Position in Range:   29% (lower third = buy zone)
  Normalized Price:    0.19 (DIVERGENCE)
  Force Index:         -0.89 (MAROON)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: CWK consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #96 - HLLY - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $4.05
  Consolidation:       20 days
  Range:               $3.88 - $4.37 (12.6%)
  Position in Range:   35% (lower third = buy zone)
  Normalized Price:    0.17 (DIVERGENCE)
  Force Index:         -0.20 (MAROON)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: HLLY consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #97 - ICCC - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.26
  Consolidation:       20 days
  Range:               $5.80 - $7.12 (22.8%)
  Position in Range:   35% (lower third = buy zone)
  Normalized Price:    0.19 (DIVERGENCE)
  Force Index:         -0.40 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: ICCC consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #98 - INSE - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $9.09
  Consolidation:       20 days
  Range:               $8.85 - $9.95 (12.5%)
  Position in Range:   22% (lower third = buy zone)
  Normalized Price:    0.20 (DIVERGENCE)
  Force Index:         -0.40 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: INSE consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #99 - OLPX - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $1.56
  Consolidation:       20 days
  Range:               $1.27 - $1.84 (44.8%)
  Position in Range:   51% (lower third = buy zone)
  Normalized Price:    0.19 (DIVERGENCE)
  Force Index:         -0.02 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.3x average

  SETUP: OLPX consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 39/100

SIGNAL #100 - RLAY - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $7.43
  Consolidation:       20 days
  Range:               $7.01 - $8.76 (25.0%)
  Position in Range:   24% (lower third = buy zone)
  Normalized Price:    0.16 (DIVERGENCE)
  Force Index:         -0.64 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: RLAY consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #101 - TNDM - Quality Score: 39/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $19.90
  Consolidation:       20 days
  Range:               $19.61 - $23.95 (22.1%)
  Position in Range:   7% (lower third = buy zone)
  Normalized Price:    0.19 (DIVERGENCE)
  Force Index:         -2.37 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: TNDM consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 39/100

SIGNAL #102 - AIV - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.89
  Consolidation:       20 days
  Range:               $5.82 - $6.03 (3.6%)
  Position in Range:   33% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.03 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: AIV consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #103 - BFIN - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                12/31/2025
  Current Price:       $12.00
  Consolidation:       20 days
  Range:               $11.13 - $13.01 (16.9%)
  Position in Range:   46% (lower third = buy zone)
  Normalized Price:    0.14 (DIVERGENCE)
  Force Index:         -0.90 (MAROON)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: BFIN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #104 - BHR - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $2.92
  Consolidation:       20 days
  Range:               $2.76 - $3.19 (15.5%)
  Position in Range:   37% (lower third = buy zone)
  Normalized Price:    0.14 (DIVERGENCE)
  Force Index:         -0.02 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.6x average

  SETUP: BHR consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 38/100

SIGNAL #105 - CFFN - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.75
  Consolidation:       20 days
  Range:               $6.53 - $7.13 (9.2%)
  Position in Range:   37% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.08 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: CFFN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 38/100

SIGNAL #106 - CRNC - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $11.36
  Consolidation:       20 days
  Range:               $10.57 - $12.94 (22.4%)
  Position in Range:   33% (lower third = buy zone)
  Normalized Price:    0.15 (DIVERGENCE)
  Force Index:         -0.58 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: CRNC consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #107 - CTO - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $18.07
  Consolidation:       20 days
  Range:               $17.75 - $18.71 (5.4%)
  Position in Range:   33% (lower third = buy zone)
  Normalized Price:    0.53 (DIVERGENCE)
  Force Index:         -0.22 (ORANGE)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: CTO consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #108 - FBIO - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.40
  Consolidation:       20 days
  Range:               $3.25 - $4.53 (39.4%)
  Position in Range:   12% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.52 (MAROON)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: FBIO consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #109 - IDN - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.01
  Consolidation:       20 days
  Range:               $5.87 - $6.98 (18.9%)
  Position in Range:   13% (lower third = buy zone)
  Normalized Price:    0.01 (DIVERGENCE)
  Force Index:         -0.35 (MAROON)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: IDN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #110 - KOPN - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $2.86
  Consolidation:       20 days
  Range:               $2.28 - $3.56 (56.1%)
  Position in Range:   45% (lower third = buy zone)
  Normalized Price:    0.15 (DIVERGENCE)
  Force Index:         -0.15 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.9x average

  SETUP: KOPN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 38/100

SIGNAL #111 - RLJ - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $7.60
  Consolidation:       20 days
  Range:               $7.38 - $8.00 (8.4%)
  Position in Range:   35% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.08 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: RLJ consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 38/100

SIGNAL #112 - SBRA - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $18.82
  Consolidation:       20 days
  Range:               $18.36 - $19.82 (8.0%)
  Position in Range:   32% (lower third = buy zone)
  Normalized Price:    0.01 (DIVERGENCE)
  Force Index:         -0.72 (MAROON)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: SBRA consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #113 - SSP - Quality Score: 38/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.45
  Consolidation:       20 days
  Range:               $3.33 - $4.08 (22.5%)
  Position in Range:   16% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.39 (MAROON)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: SSP consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 38/100

SIGNAL #114 - CCO - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $2.05
  Consolidation:       20 days
  Range:               $1.96 - $2.26 (15.3%)
  Position in Range:   30% (lower third = buy zone)
  Normalized Price:    0.11 (DIVERGENCE)
  Force Index:         -0.08 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: CCO consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 37/100

SIGNAL #115 - CTLP - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $10.76
  Consolidation:       20 days
  Range:               $10.52 - $10.90 (3.6%)
  Position in Range:   63% (lower third = buy zone)
  Normalized Price:    0.10 (DIVERGENCE)
  Force Index:         -0.05 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: CTLP consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 37/100

SIGNAL #116 - LADR - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $11.07
  Consolidation:       20 days
  Range:               $10.56 - $11.37 (7.7%)
  Position in Range:   63% (lower third = buy zone)
  Normalized Price:    0.10 (DIVERGENCE)
  Force Index:         -0.01 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.7x average

  SETUP: LADR consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 37/100

SIGNAL #117 - PACK - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.45
  Consolidation:       20 days
  Range:               $5.30 - $6.19 (16.8%)
  Position in Range:   17% (lower third = buy zone)
  Normalized Price:    0.08 (DIVERGENCE)
  Force Index:         -0.43 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: PACK consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 37/100

SIGNAL #118 - PRLD - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $2.02
  Consolidation:       20 days
  Range:               $1.76 - $3.00 (70.0%)
  Position in Range:   21% (lower third = buy zone)
  Normalized Price:    0.11 (DIVERGENCE)
  Force Index:         -0.30 (MAROON)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: PRLD consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 37/100

SIGNAL #119 - TRTX - Quality Score: 37/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $8.97
  Consolidation:       20 days
  Range:               $8.59 - $9.30 (8.3%)
  Position in Range:   54% (lower third = buy zone)
  Normalized Price:    0.06 (DIVERGENCE)
  Force Index:         -0.13 (MAROON)
  Fader Signal:        GREEN
  Volume:              1.0x average

  SETUP: TRTX consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 37/100

SIGNAL #120 - BRBS - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $4.33
  Consolidation:       20 days
  Range:               $4.15 - $4.48 (8.0%)
  Position in Range:   55% (lower third = buy zone)
  Normalized Price:    0.08 (DIVERGENCE)
  Force Index:         -0.05 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.7x average

  SETUP: BRBS consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 36/100

SIGNAL #121 - PLBY - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $1.83
  Consolidation:       20 days
  Range:               $1.74 - $2.04 (17.2%)
  Position in Range:   30% (lower third = buy zone)
  Normalized Price:    0.06 (DIVERGENCE)
  Force Index:         -0.06 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: PLBY consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 36/100

SIGNAL #122 - PNBK - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $1.59
  Consolidation:       20 days
  Range:               $1.50 - $1.88 (25.3%)
  Position in Range:   24% (lower third = buy zone)
  Normalized Price:    0.06 (DIVERGENCE)
  Force Index:         -0.05 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: PNBK consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 36/100

SIGNAL #123 - SFIX - Quality Score: 36/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.00
  Consolidation:       20 days
  Range:               $4.76 - $5.74 (20.6%)
  Position in Range:   24% (lower third = buy zone)
  Normalized Price:    0.07 (DIVERGENCE)
  Force Index:         -0.40 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: SFIX consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 36/100

SIGNAL #124 - CODX - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $2.99
  Consolidation:       20 days
  Range:               $2.36 - $7.50 (217.8%)
  Position in Range:   12% (lower third = buy zone)
  Normalized Price:    0.41 (DIVERGENCE)
  Force Index:         -1.53 (ORANGE)
  Fader Signal:        RED
  Volume:              0.1x average

  SETUP: CODX consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 35/100

SIGNAL #125 - HTZ - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.53
  Consolidation:       20 days
  Range:               $5.13 - $6.14 (19.6%)
  Position in Range:   40% (lower third = buy zone)
  Normalized Price:    0.02 (DIVERGENCE)
  Force Index:         -0.01 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: HTZ consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 35/100

SIGNAL #126 - LPRO - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $1.89
  Consolidation:       20 days
  Range:               $1.50 - $2.35 (56.7%)
  Position in Range:   46% (lower third = buy zone)
  Normalized Price:    0.04 (DIVERGENCE)
  Force Index:         -0.12 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.4x average

  SETUP: LPRO consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 35/100

SIGNAL #127 - NDLS - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $0.77
  Consolidation:       20 days
  Range:               $0.61 - $0.89 (45.9%)
  Position in Range:   57% (lower third = buy zone)
  Normalized Price:    0.02 (DIVERGENCE)
  Force Index:         -0.04 (MAROON)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: NDLS consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 35/100

SIGNAL #128 - PDM - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $8.40
  Consolidation:       20 days
  Range:               $8.08 - $8.79 (8.8%)
  Position in Range:   45% (lower third = buy zone)
  Normalized Price:    0.03 (DIVERGENCE)
  Force Index:         -0.10 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: PDM consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 35/100

SIGNAL #129 - QUAD - Quality Score: 35/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.07
  Consolidation:       20 days
  Range:               $5.77 - $6.49 (12.5%)
  Position in Range:   42% (lower third = buy zone)
  Normalized Price:    0.02 (DIVERGENCE)
  Force Index:         -0.23 (MAROON)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: QUAD consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 35/100

SIGNAL #130 - KZR - Quality Score: 31/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.18
  Consolidation:       20 days
  Range:               $6.04 - $6.53 (8.1%)
  Position in Range:   29% (lower third = buy zone)
  Normalized Price:    0.24 (DIVERGENCE)
  Force Index:         -0.06 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: KZR consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 31/100

SIGNAL #131 - NERV - Quality Score: 30/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.97
  Consolidation:       20 days
  Range:               $3.75 - $4.86 (29.6%)
  Position in Range:   20% (lower third = buy zone)
  Normalized Price:    0.13 (DIVERGENCE)
  Force Index:         -0.51 (ORANGE)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: NERV consolidating for 20 days,
